Procedural__SID,Procedural__household,Demographic__DOB,Demographic__Sex,year,Big5__C_thorough,Big5__E_communic,Big5__A_coarse,Big5__O_original,Big5__N_worry,Big5__A_forgive,Big5__C_lazy,Big5__E_sociable,Big5__O_artistic,Big5__N_nervous,Big5__C_efficient,Big5__E_reserved,Big5__A_friendly,Big5__O_imagin,Big5__N_dealStress,LifeEvent__ChldBrth,LifeEvent__ChldMvOut,LifeEvent__Divorce,LifeEvent__DadDied,LifeEvent__NewPart,LifeEvent__Married,LifeEvent__MomDied,LifeEvent__MoveIn,LifeEvent__PartDied,LifeEvent__SepPart
5112505,511250,1971,1,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112505,511250,1971,1,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112505,511250,1971,1,2009,6,6,2,4,4,7,4,4,4,1,4,1,7,4,6,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112505,511250,1971,1,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112506,511250,1991,1,2009,4,5,2,4,5,7,4,4,2,1,4,6,6,4,6,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112506,511250,1991,1,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112506,511250,1991,1,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5112601,511269,1954,2,2005,6,6,2,5,7,6,2,6,3,6,6,5,6,3,3,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112601,511269,1954,2,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112601,511269,1954,2,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112601,511269,1954,2,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112601,511269,1954,2,2009,6,4,1,4,6,6,1,4,5,7,6,4,6,4,3,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112601,511269,1954,2,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112601,511269,1954,2,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5112601,511269,1954,2,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5112601,511269,1954,2,2013,6,6,4,6,4,5,2,5,5,5,5,4,5,5,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5112601,511269,1954,2,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5112601,511269,1954,2,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5112602,511269,1952,1,2005,7,7,4,6,7,7,1,5,4,2,7,1,6,3,4,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112602,511269,1952,1,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112602,511269,1952,1,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112602,511269,1952,1,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112602,511269,1952,1,2009,7,7,5,5,4,4,1,6,5,4,7,2,6,4,3,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112602,511269,1952,1,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112602,511269,1952,1,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5112602,511269,1952,1,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5112602,511269,1952,1,2013,7,6,5,5,4,4,2,4,4,4,5,3,5,6,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5112602,511269,1952,1,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5112602,511269,1952,1,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5112603,511269,1974,1,2005,7,4,1,4,6,4,1,5,1,7,7,5,7,1,5,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112603,511269,1974,1,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112603,511269,1974,1,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112603,511269,1974,1,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112603,511269,1974,1,2009,7,4,6,6,4,4,3,4,1,4,7,4,4,4,3,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112603,511269,1974,1,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112603,511269,1974,1,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5112603,511269,1974,1,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5112603,511269,1974,1,2013,7,4,3,5,3,5,3,5,3,5,7,7,7,4,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5112603,511269,1974,1,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5112603,511269,1974,1,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5112604,511269,1977,2,2005,7,7,5,6,7,7,1,6,1,5,7,1,7,4,4,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112604,511269,1977,2,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112604,511269,1977,2,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112604,511269,1977,2,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112604,511269,1977,2,2009,7,7,3,6,4,7,2,7,2,2,7,2,7,7,7,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112604,511269,1977,2,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112604,511269,1977,2,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5112604,511269,1977,2,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5112604,511269,1977,2,2013,7,7,3,6,4,3,3,7,3,3,7,1,7,7,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5112604,511269,1977,2,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5112604,511269,1977,2,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5112701,511277,1961,2,2005,5,5,3,5,5,6,3,6,6,5,5,2,5,5,1,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112701,511277,1961,2,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112701,511277,1961,2,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112701,511277,1961,2,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112701,511277,1961,2,2009,4,4,5,5,5,5,2,6,6,2,4,4,4,5,4,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112701,511277,1961,2,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112701,511277,1961,2,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5112701,511277,1961,2,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5112701,511277,1961,2,2013,5,5,4,5,5,5,4,5,6,3,5,3,5,5,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5112701,511277,1961,2,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5112701,511277,1961,2,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5112703,511277,1979,2,2005,5,4,2,4,2,2,1,4,3,5,2,4,6,6,2,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112703,511277,1979,2,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112703,511277,1979,2,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112703,511277,1979,2,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112703,511277,1979,2,2009,3,4,3,3,5,5,4,4,5,3,5,4,5,5,6,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112703,511277,1979,2,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112703,511277,1979,2,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5112703,511277,1979,2,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5112703,511277,1979,2,2013,6,5,4,5,5,6,4,4,6,3,5,5,6,5,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,1
5112703,511277,1979,2,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,1,-2,-2,-2,-2,1
5112703,511277,1979,2,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5112704,511277,1958,1,2005,7,4,5,5,6,4,2,4,6,2,6,4,7,4,2,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112704,511277,1958,1,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112704,511277,1958,1,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112704,511277,1958,1,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112704,511277,1958,1,2009,7,3,5,4,6,5,3,6,6,2,6,3,5,4,4,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112704,511277,1958,1,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112704,511277,1958,1,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5112704,511277,1958,1,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5112704,511277,1958,1,2013,7,5,5,6,6,4,5,5,6,3,5,5,5,4,4,-2,-2,-2,-2,-2,-2,1,-2,-2,-2
5112704,511277,1958,1,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5112704,511277,1958,1,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5112801,511285,1953,2,2005,7,7,-1,6,6,6,7,7,7,6,7,6,7,7,6,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112801,511285,1953,2,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112801,511285,1953,2,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112801,511285,1953,2,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,1,-2,-2,-2,-2
5112801,511285,1953,2,2009,7,5,2,5,6,6,1,4,3,3,6,5,7,3,6,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112801,511285,1953,2,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112801,511285,1953,2,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
5112801,511285,1953,2,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5112801,511285,1953,2,2013,7,7,2,7,7,7,1,7,7,3,7,4,7,7,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5112801,511285,1953,2,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5112801,511285,1953,2,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5112802,511285,1953,2,2005,7,7,2,7,7,7,1,7,7,1,7,1,7,3,5,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112802,511285,1953,2,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,1,-2,-2,NA,-2,-2,-2,-2,-2
5112802,511285,1953,2,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112802,511285,1953,2,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,1,-2,-2,-2
5112802,511285,1953,2,2009,1,1,4,4,4,6,1,4,3,5,6,1,7,4,6,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112802,511285,1953,2,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112802,511285,1953,2,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5112802,511285,1953,2,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5112802,511285,1953,2,2013,7,7,5,7,3,7,1,4,7,1,7,1,4,-1,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5112802,511285,1953,2,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5112802,511285,1953,2,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5112803,511285,1981,2,2005,7,7,1,7,7,7,1,7,7,2,6,1,7,7,4,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112803,511285,1981,2,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112803,511285,1981,2,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112803,511285,1981,2,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112803,511285,1981,2,2009,7,7,2,6,6,7,1,5,4,5,7,5,6,6,4,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112803,511285,1981,2,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112803,511285,1981,2,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,1,-2,-2,-2,-2,-2,-2
5112803,511285,1981,2,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5112803,511285,1981,2,2013,7,7,2,7,7,7,1,7,7,3,7,4,7,7,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5112803,511285,1981,2,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5112804,511285,1984,1,2005,6,6,4,7,7,7,1,7,5,5,7,4,7,7,7,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112806,511285,1942,1,2005,7,5,5,4,4,5,5,7,6,6,7,6,7,6,7,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112806,511285,1942,1,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112806,511285,1942,1,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112806,511285,1942,1,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,1,-2,-2,-2,-2
5112806,511285,1942,1,2009,7,7,2,5,5,5,1,6,4,5,6,7,7,2,6,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5112806,511285,1942,1,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5113701,511374,1931,1,2005,6,7,1,5,5,4,1,6,1,3,7,5,7,5,7,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5113701,511374,1931,1,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5113701,511374,1931,1,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5113702,511374,1933,2,2005,7,7,1,3,7,1,1,6,1,6,7,3,7,6,1,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5113702,511374,1933,2,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5113702,511374,1933,2,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5113702,511374,1933,2,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5113702,511374,1933,2,2013,6,6,1,4,7,4,1,7,7,4,7,1,7,6,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5113702,511374,1933,2,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5113702,511374,1933,2,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5115101,511510,1938,2,2005,7,6,5,6,7,4,2,3,4,6,6,2,6,7,3,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5115101,511510,1938,2,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5115101,511510,1938,2,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5115101,511510,1938,2,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5115101,511510,1938,2,2009,6,6,5,6,6,5,2,2,5,6,6,6,6,6,3,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5115101,511510,1938,2,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5115102,511510,1941,1,2005,6,6,5,6,5,3,2,5,2,2,6,5,4,2,6,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5115102,511510,1941,1,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5115102,511510,1941,1,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5115102,511510,1941,1,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5115102,511510,1941,1,2009,6,6,4,6,6,5,2,6,2,5,6,6,4,4,5,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5115102,511510,1941,1,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5115102,511510,1941,1,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
5116201,511625,1925,1,2005,7,5,1,3,2,3,4,2,5,7,2,5,5,1,1,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5116201,511625,1925,1,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5116201,511625,1925,1,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5116202,511625,1927,2,2005,7,7,1,6,7,7,1,6,5,1,6,6,7,6,5,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5116202,511625,1927,2,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5116202,511625,1927,2,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5116202,511625,1927,2,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,1,-2
5116202,511625,1927,2,2009,4,4,1,2,4,7,3,2,2,3,3,2,7,4,4,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5116202,511625,1927,2,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5116202,511625,1927,2,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5116402,511641,1935,2,2005,7,7,4,5,7,7,1,7,1,7,7,1,7,4,4,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5116402,511641,1935,2,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5116601,511668,1937,2,2005,7,7,4,2,7,7,1,7,7,7,7,4,7,7,5,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
5116601,511668,1937,2,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2
